RA,Fase,Turma,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,ano_base,INDE 2023,Pedra 2023,Data de Nasc,Idade,Pedra 23,INDE 23,IPP,Mat,Por,Ing,INDE 2024,Pedra 2024,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Defasagem_final,Avaliador1_id,Avaliador2_id,Avaliador3_id,Avaliador4_id,Avaliador5_id,Avaliador6_id,FaseIdeal_txt,Fase_num,Fase_sufixo,FaseIdeal_num,ra_num,INDE_final,INDE_fonte,PEDRA_final,PEDRA_fonte
RA-31,6,A,2005,17,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,8.843,9,2,2,4,avaliador-5,Promovido de Fase,avaliador-27,Promovido de Fase + Bolsa,avaliador-28,Promovido de Fase + Bolsa,avaliador-31,Promovido de Fase + Bolsa,10.0,9.5,9.4,Sem limitações,8.0,9.0,5.7,9.3,Não,Sim,10.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,31,8.843,INDE 2022,Topázio,Pedra 2022
RA-32,6,A,2006,16,Menina,2018,Rede Decisão,Ametista,Ametista,Ametista,7.37,370,11,11,4,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Mantido na Fase atual,avaliador-31,Promovido de Fase,8.8,5.2,8.8,Sem limitações,6.1,5.7,3.6,8.9,Não,Não,7.944,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,28,31,,,Fase 6 (2º EM),6,,6,32,7.37,INDE 2022,Ametista,Pedra 2022
RA-33,6,A,2005,17,Menina,2020,Escola Pública,Ágata,Ametista,Quartzo,4.952,824,17,17,4,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Mantido na Fase atual,avaliador-31,Promovido de Fase,0.0,4.6,7.5,Sem limitações,4.8,9.0,1.6,3.7,Não,Não,6.0,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,33,4.952,INDE 2022,Quartzo,Pedra 2022
RA-34,6,A,2005,17,Menino,2016,Rede Decisão,Ametista,Ametista,Ágata,6.259,692,13,13,4,avaliador-5,Promovido de Fase,avaliador-27,Promovido de Fase + Bolsa,avaliador-28,Promovido de Fase,avaliador-31,Promovido de Fase + Bolsa,9.6,4.8,8.1,Sem limitações,3.8,4.7,4.0,2.8,Não,Não,7.278,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,34,6.259,INDE 2022,Ágata,Pedra 2022
RA-35,6,A,2005,17,Menina,2019,Rede Decisão,Ametista,Topázio,Topázio,8.965,5,1,1,4,avaliador-5,Promovido de Fase,avaliador-27,Promovido de Fase + Bolsa,avaliador-28,Promovido de Fase + Bolsa,avaliador-31,Promovido de Fase + Bolsa,10.0,9.6,9.4,Sem limitações,8.5,9.0,7.1,9.3,Não,Sim,10.0,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,35,8.965,INDE 2022,Topázio,Pedra 2022
RA-36,6,A,2005,17,Menina,2019,Rede Decisão,Topázio,Ametista,Ametista,7.876,177,7,7,4,avaliador-5,Promovido de Fase,avaliador-27,Promovido de Fase + Bolsa,avaliador-28,Mantido na Fase + Bolsa,avaliador-31,Promovido de Fase + Bolsa,9.2,9.0,6.9,Sem limitações,6.8,8.5,4.3,7.8,Não,Sim,8.944,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,36,7.876,INDE 2022,Ametista,Pedra 2022
RA-37,6,A,2005,17,Menina,2019,Rede Decisão,Ametista,Ágata,Quartzo,4.95,825,18,18,4,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Mantido na Fase + Bolsa,avaliador-31,Promovido de Fase,0.0,5.4,5.0,Sem limitações,5.9,2.3,5.3,10.0,Não,Não,5.222,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,37,4.95,INDE 2022,Quartzo,Pedra 2022
RA-38,6,A,2005,17,Menina,2017,Rede Decisão,Ametista,Ametista,Topázio,8.523,31,4,4,4,avaliador-5,Promovido de Fase,avaliador-27,Promovido de Fase + Bolsa,avaliador-28,Promovido de Fase + Bolsa,avaliador-31,Promovido de Fase + Bolsa,9.2,8.9,7.5,Não indicado,8.6,9.0,7.0,9.7,Não,Sim,9.833,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,28,31,,,Fase 7 (3º EM),6,,7,38,8.523,INDE 2022,Topázio,Pedra 2022
RA-39,6,A,2006,16,Menina,2017,Rede Decisão,Ametista,Ametista,Ágata,6.033,722,15,15,4,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Promovido de Fase,avaliador-31,Promovido de Fase,0.0,4.8,6.9,Requer avaliação,6.9,7.7,5.1,7.8,Não,Não,6.111,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,28,31,,,Fase 6 (2º EM),6,,6,39,6.033,INDE 2022,Ágata,Pedra 2022
RA-40,5,A,2006,16,Menina,2016,Rede Decisão,Ametista,Ágata,Ametista,7.203,429,27,3,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,7.9,7.8,7.5,Sem limitações,6.8,4.7,7.3,8.4,Não,Não,7.75,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,40,7.203,INDE 2022,Ametista,Pedra 2022
RA-41,5,A,2005,17,Menino,2018,Escola Pública,Ágata,Ágata,Quartzo,5.581,777,51,9,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase atual,avaliador-31,,9.2,6.1,5.0,Requer avaliação,5.6,6.3,2.5,8.0,Não,Não,4.375,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,41,5.581,INDE 2022,Quartzo,Pedra 2022
RA-42,5,A,2007,15,Menino,2019,Rede Decisão,Topázio,Ametista,Ágata,6.72,582,33,5,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase,avaliador-31,,8.3,7.9,5.6,Requer avaliação,4.8,3.7,4.5,6.2,Não,Não,6.083,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,24,31,,,Fase 5 (1º EM),5,,5,42,6.72,INDE 2022,Ágata,Pedra 2022
RA-43,5,A,2006,16,Menina,2019,Escola Pública,Ametista,Ágata,Quartzo,5.486,791,54,11,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Alocado em Fase anterior,avaliador-31,,6.3,6.5,5.6,Requer avaliação,4.3,4.0,5.8,3.2,Não,Não,5.958,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,43,5.486,INDE 2022,Quartzo,Pedra 2022
RA-44,5,A,2005,17,Menina,2021,Escola Pública,,Ametista,Quartzo,5.542,785,52,10,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase + Bolsa,avaliador-31,,5.0,5.9,7.5,Sem limitações,3.0,2.3,3.5,3.2,Sim,Não,7.292,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,44,5.542,INDE 2022,Quartzo,Pedra 2022
RA-45,5,A,2007,15,Menina,2019,Rede Decisão,Ametista,Topázio,Ametista,7.591,277,17,2,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,7.9,8.9,5.6,Requer avaliação,6.8,6.3,5.2,8.8,Não,Não,7.417,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,24,31,,,Fase 5 (1º EM),5,,5,45,7.591,INDE 2022,Ametista,Pedra 2022
RA-46,5,A,2005,17,Menina,2022,Escola Pública,,,Ágata,6.048,719,46,7,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase atual,avaliador-31,,8.8,8.4,6.3,Sem limitações,2.1,2.8,2.8,0.7,Não,Não,7.083,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,46,6.048,INDE 2022,Ágata,Pedra 2022
RA-47,5,A,2005,17,Menina,2022,Escola Pública,,,Quartzo,5.677,762,49,8,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase atual,avaliador-31,,7.9,6.3,7.5,Sem limitações,2.1,2.5,2.2,1.5,Não,Não,7.042,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,47,5.677,INDE 2022,Quartzo,Pedra 2022
RA-48,5,A,2007,15,Menina,2017,Rede Decisão,Ametista,Ametista,Ametista,8.006,140,10,1,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,6.7,8.4,7.5,Sem limitações,8.1,6.7,8.0,9.5,Não,Sim,8.5,10.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,24,31,,,Fase 5 (1º EM),5,,5,48,8.006,INDE 2022,Ametista,Pedra 2022
RA-49,5,A,2005,17,Menina,2022,Escola Pública,,,Ágata,6.304,687,42,6,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase,avaliador-31,,7.5,7.4,7.5,Sem limitações,3.9,1.5,4.2,6.2,Não,Não,7.042,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,49,6.304,INDE 2022,Ágata,Pedra 2022
RA-50,5,A,2004,18,Menina,2022,Escola Pública,,,Ametista,7.138,445,28,4,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase,avaliador-31,,7.5,8.4,7.5,Sem limitações,7.8,6.5,7.3,9.7,Não,Não,7.542,2.5,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-3,5,27,24,31,,,Fase 8 (Universitários),5,,8,50,7.138,INDE 2022,Ametista,Pedra 2022
RA-51,5,B,2005,17,Menina,2022,Escola Pública,,,Ágata,6.488,645,39,13,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase atual,avaliador-31,,8.8,7.6,7.5,Não atendido,5.0,4.5,4.5,6.0,Não,Não,6.5,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,51,6.488,INDE 2022,Ágata,Pedra 2022
RA-52,5,B,2009,13,Menino,2018,Rede Decisão,Topázio,Ametista,Ametista,7.861,183,12,5,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,9.6,8.9,7.5,Não atendido,6.2,3.3,6.3,8.8,Não,Não,7.5,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,2,5,27,24,31,,,Fase 3 (7º e 8º ano),5,,3,52,7.861,INDE 2022,Ametista,Pedra 2022
RA-53,5,B,2005,17,Menino,2022,Escola Pública,,,Ágata,6.725,579,32,11,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Alocado em Fase anterior,avaliador-31,,9.2,7.0,7.5,Não atendido,7.0,6.0,8.0,,Não,Não,6.458,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,53,6.725,INDE 2022,Ágata,Pedra 2022
RA-54,5,B,2006,16,Menina,2022,Escola Pública,,,Ágata,6.058,716,45,14,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Alocado em Fase anterior,avaliador-31,,7.9,6.9,7.5,Não atendido,4.8,3.0,6.5,,Não,Não,6.125,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,54,6.058,INDE 2022,Ágata,Pedra 2022
RA-55,5,B,2006,16,Menina,2017,Escola Pública,Ametista,Ametista,Ágata,6.576,634,38,12,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase,avaliador-31,,7.1,7.6,5.6,Requer avaliação,7.5,6.7,7.8,7.9,Não,Não,6.5,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,55,6.576,INDE 2022,Ágata,Pedra 2022
RA-56,5,B,2007,15,Menina,2019,Rede Decisão,Topázio,Topázio,Topázio,8.404,46,7,1,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,10.0,10.0,7.5,Sem limitações,7.0,4.5,6.5,10.0,Não,Não,8.25,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,24,31,,,Fase 5 (1º EM),5,,5,56,8.404,INDE 2022,Topázio,Pedra 2022
RA-57,5,B,2006,16,Menino,2017,Rede Decisão,Ametista,Ametista,Ametista,7.305,388,25,10,3,avaliador-5,Promovido de Fase + Bolsa,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase + Bolsa,avaliador-31,,7.1,8.1,5.6,Requer avaliação,8.4,9.0,7.0,9.3,Não,Não,7.875,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,57,7.305,INDE 2022,Ametista,Pedra 2022
RA-58,5,B,2007,15,Menino,2017,Rede Decisão,Topázio,Topázio,Topázio,8.136,103,9,3,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,9.6,9.2,6.3,Sem limitações,7.2,4.5,8.0,9.0,Não,Não,8.125,10.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,24,31,,,Fase 5 (1º EM),5,,5,58,8.136,INDE 2022,Topázio,Pedra 2022
RA-59,5,B,2005,17,Menino,2022,Escola Pública,,,Ametista,7.642,257,15,7,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Mantido na Fase atual,avaliador-31,,9.2,9.3,7.5,Não atendido,7.2,7.0,5.7,8.8,Não,Não,7.917,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,59,7.642,INDE 2022,Ametista,Pedra 2022
RA-60,5,B,2004,18,Menina,2021,Escola Pública,,Quartzo,Quartzo,5.537,787,53,16,3,avaliador-5,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-24,Alocado em Fase anterior,avaliador-31,,6.7,6.0,7.5,Não atendido,4.9,5.0,6.2,3.5,Não,Não,6.167,2.5,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-3,5,27,24,31,,,Fase 8 (Universitários),5,,8,60,5.537,INDE 2022,Quartzo,Pedra 2022
RA-61,5,B,2007,15,Menino,2021,Escola Pública,,Ágata,Ametista,7.533,298,20,8,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,9.2,7.4,7.5,Não atendido,5.8,1.7,6.3,9.3,Sim,Não,7.875,10.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,0,5,27,24,31,,,Fase 5 (1º EM),5,,5,61,7.533,INDE 2022,Ametista,Pedra 2022
RA-62,5,B,2005,17,Menino,2022,Escola Pública,,,Ametista,7.891,173,11,4,3,avaliador-5,Promovido de Fase,avaliador-27,Promovido de Fase + Bolsa,avaliador-24,Mantido na Fase atual,avaliador-31,,8.8,9.4,7.5,Não atendido,9.3,8.5,10.0,,Sim,Não,7.25,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,62,7.891,INDE 2022,Ametista,Pedra 2022
RA-63,5,B,2006,16,Menino,2018,Rede Decisão,Ametista,Ametista,Topázio,8.282,64,8,2,3,avaliador-5,Promovido de Fase + Bolsa,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,8.3,9.1,8.8,Sem limitações,8.7,8.2,8.2,9.7,Não,Sim,9.417,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,63,8.282,INDE 2022,Topázio,Pedra 2022
RA-64,5,B,2006,16,Menino,2019,Escola Pública,Ametista,Topázio,Ametista,7.368,372,23,9,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,7.1,8.1,8.1,Sem limitações,7.5,4.8,8.2,9.4,Sim,Não,8.25,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,5,27,24,31,,,Fase 6 (2º EM),5,,6,64,7.368,INDE 2022,Ametista,Pedra 2022
RA-65,5,B,2005,17,Menina,2022,Escola Pública,,,Ametista,7.712,232,13,6,3,avaliador-5,Promovido de Fase + Bolsa,avaliador-27,Mantido na Fase atual,avaliador-24,Promovido de Fase + Bolsa,avaliador-31,,8.3,7.7,7.5,Não atendido,9.3,9.0,9.5,9.5,Sim,Não,7.875,5.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,65,7.712,INDE 2022,Ametista,Pedra 2022
RA-66,5,B,2005,17,Menina,2022,Escola Pública,,,Quartzo,5.665,768,50,15,3,avaliador-5,Mantido na Fase atual,avaliador-27,Mantido na Fase atual,avaliador-24,Alocado em Fase anterior,avaliador-31,,7.5,5.6,7.5,Não atendido,4.5,3.0,6.0,,Não,Não,5.917,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,5,27,24,31,,,Fase 7 (3º EM),5,,7,66,5.665,INDE 2022,Quartzo,Pedra 2022
RA-67,5,C,2006,16,Menina,2019,Escola Pública,Ágata,Ágata,Quartzo,5.195,812,56,6,4,avaliador-6,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Promovido de Fase,avaliador-31,Mantido na Fase atual,5.8,3.0,7.5,Não atendido,3.6,3.0,4.2,3.5,Não,Não,6.889,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,6,27,28,31,,,Fase 6 (2º EM),5,,6,67,5.195,INDE 2022,Quartzo,Pedra 2022
RA-68,5,C,2006,16,Menino,2019,Escola Pública,Ametista,Ágata,Ágata,6.438,653,40,2,4,avaliador-6,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Promovido de Fase,avaliador-31,Promovido de Fase + Bolsa,8.3,6.0,7.5,Não atendido,4.0,4.7,4.8,2.7,Sim,Não,7.944,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,6,27,28,31,,,Fase 6 (2º EM),5,,6,68,6.438,INDE 2022,Ágata,Pedra 2022
RA-69,5,C,2006,16,Menino,2018,Escola Pública,Ametista,Ametista,Quartzo,5.718,756,47,3,4,avaliador-6,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Alocado em Fase anterior,avaliador-31,Alocado em Fase anterior,8.3,6.1,7.5,Sem limitações,2.5,4.7,2.6,0.3,Não,Não,6.167,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,6,27,28,31,,,Fase 6 (2º EM),5,,6,69,5.718,INDE 2022,Quartzo,Pedra 2022
RA-70,5,C,2006,16,Menina,2017,Escola Pública,Ágata,Quartzo,Quartzo,5.712,757,48,4,4,avaliador-6,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Mantido na Fase atual,avaliador-31,Promovido de Fase,8.8,6.6,5.0,Sem limitações,2.9,5.7,2.9,0.2,Não,Não,6.111,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-1,6,27,28,31,,,Fase 6 (2º EM),5,,6,70,5.712,INDE 2022,Quartzo,Pedra 2022
RA-71,5,C,2005,17,Menina,2019,Escola Pública,Ágata,Ametista,Quartzo,4.332,846,58,8,4,avaliador-6,Promovido de Fase,avaliador-27,Mantido na Fase atual,avaliador-28,Mantido na Fase atual,avaliador-31,Alocado em Fase anterior,7.9,2.0,7.5,Não atendido,1.2,1.3,2.2,0.0,Não,Não,5.833,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,-2,6,27,28,31,,,Fase 7 (3º EM),5,,7,71,4.332,INDE 2022,Quartzo,Pedra 2022
